First Name,Middle Name,Last Name,Suffix,DOB,SSN,Gender,DL State,DL Number,House Number,Street Address,Apartment,City,State,Zip,Zip4,Phone Number,#Phone Numbers,Address Finder,Current Address Match,Discovered Drivers,Driving Experience,Email,HSI Score,HSI Description,IID Indicator,Length Of Residency,Marital Status,Own/Rent Indicator,Parking Type,Parking Capacity,Watercraft,Number of ADD Selected subjects,ADD First Name1,ADD Last Name1,ADD First Name2,ADD Last Name2,ADD First Name3,ADD Last Name3,ADD First Name4,ADD Last Name4,ADD First Name5,ADD Last Name5, Number of CC Selected subjects,CC First Name1,CC Last Name1,CC First Name2,CC Last Name2,CC First Name3,CC Last Name3,CC First Name4,CC Last Name4,CC First Name5,CC Last Name5,Number of CC selected vehicles,Number of VIN Report selected vehicles
TAMMIE,J,BARRETT,,6/22/1937,666472647,Female,AK,6815560,21044,SALEM ST,,CHUGIAK,AK,99567,5649,9072290989,2,X,TRUE,1,825,1,3,FAMILY OWNED,,824,S,Y,GARAGE,2,,1,DAVID,BARRETT,,,,,,,,,2,TAMMIE,BARRETT,DAVID,BARRETT,,,,,,,2,3
MELVIN,,ROBB,,11/30/1973,666234510,Male,AK,6836886,,PO BOX 486,,CORDOVA,AK,99574,486,9072270025,2,X,,0,388,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,3,MELVIN,ROBB,JAMIE,ZOUMM,DARRELL,ROBB,,,,,4,4
WES,,BLAKELEY,,10/12/1964,666682788,Male,AK,664981,,PO BOX 230,,CRAIG,AK,99921,230,9072294116,2,X,,0,497,1,,DATA INTEGRITY (PUBLIC RECORDS,Y,0,U,,,0,,0,,,,,,,,,,,3,WES,BLAKELEY,SUSANNA,IDDFONDERSON,INGEBORG,BLAKELEY,,,,,3,3
ROBERT,D,YATES,,10/29/1950,666275658,Male,AK,6496917,,PO BOX 385,,CRAIG,AK,99921,385,9072276590,2,X,,0,665,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,4,ROBERT,YATES,RONALD,YATES,AMY,LAHDUCK,GERBIE,YATES,,,4,5
STEVEN,JASON,BRINKER,,9/29/1970,666344598,Male,AK,302185,,HC 60,3300,DELTA JUNCTION,AK,99737,9333,9072290237,2,X,TRUE,0,426,1,6,CURRENT HOMEOWNER,,425,S,Y,,0,,0,,,,,,,,,,,6,STEVEN,BRINKER,KAINOA,IGAQSE,MICHAEL,BRINKER,STEVEN,BRINKER,KAINOA,IGAQSE,8,8
RALPH,,BEGAY,,9/26/1941,666348612,Male,AK,6987146,,HC 62,5220,DELTA JUNCTION,AK,99737,9507,9072274275,2,X,TRUE,0,774,1,3,FAMILY OWNED,,773,S,Y,,0,,0,,,,,,,,,,,4,RALPH,BEGAY,CASSANDRA,BEGAY,KRISTIAN,SCIYUER,JENNIFER,BEGAY,,,4,4
NANCY,,SNIDER,,8/28/1953,666690993,Female,AK,6658368,,PO BOX 1111,,DELTA JUNCTION,AK,99737,1111,9072271748,2,X,,0,631,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,W,,,0,,0,,,,,,,,,,,3,NANCY,SNIDER,KAIYA,ADUBWSON,LISA,SNIDER,,,,,3,3
TIM,A,BRUTZ,,8/11/1935,666143385,Male,AK,601510,,PO BOX 1261,,DELTA JUNCTION,AK,99737,1261,9072292125,2,X,,0,847,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,2,TIM,BRUTZ,OLLIE,BRUTZ,,,,,,,2,2
FRANCES,,BURRELL,,12/8/1935,666674808,Female,AK,7062190,1231,ALEKNAGIK LAKE RD,,DILLINGHAM,AK,99576,,9072093867,2,X,TRUE,2,843,1,3,FAMILY OWNED,Y,843,M,Y,,0,,2,CAROLINE,BURRELL,EUN,BURRELL,,,,,,,3,FRANCES,BURRELL,CAROLINE,BURRELL,EUN,BURRELL,,,,,3,3
A,,CRAIN,,5/24/1933,666071157,Male,AK,7170744,,PO BOX 325,,DILLINGHAM,AK,99576,325,9072000035,3,X,,0,874,2,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,3,A,CRAIN,DOUG,CRAIN,RON,CRAIN,,,,,3,3
RALPH,E,BOLDEN,,11/26/1965,666718476,Male,AK,7095135,1501,5TH ST,,DOUGLAS,AK,99824,5224,9072274279,2,X,TRUE,10,484,1,,UNKNOWN (SUBJECT FOUND PERSON ,,483,U,,,0,,10,MONTE,AKEDSS,CANDICE,GLOMSY,DALE,GUMRA,BRADFORD,IDBOST,MARLENE,LASGEND,1,RALPH,BOLDEN,,,,,,,,,1,14
WANDA,T,SNOW,,4/3/1970,666442212,Female,AK,6942882,,PO BOX 240384,,DOUGLAS,AK,99824,384,9072293933,2,X,,0,431,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,2,WANDA,SNOW,JEAN,HOMBEN,,,,,,,3,3
PRISCILLA,D,BROFF,,1/1/1940,666488676,Female,AK,6578840,,PO BOX 240574,,DOUGLAS,AK,99824,574,9072274056,2,X,,0,794,1,,DATA INTEGRITY (PUBLIC RECORDS,Y,0,W,,,0,,0,,,,,,,,,,,4,PRISCILLA,BROFF,MARY,BROFF,JACQUELINE,DIHDUGUEZ,GULJEKA,BROFF,,,5,6
CANDANCE,A,NIGHTENGALE,,9/25/1936,666633879,Female,AK,6627444,2204,RAVEN RD,B,DOUGLAS,AK,99824,5033,9072005033,2,X,TRUE,1,834,1,,DATA INTEGRITY (PUBLIC RECORDS,,833,S,,,0,,1,JACINTA,EL-HER,,,,,,,,,2,CANDANCE,NIGHTENGALE,JACINTA,EL-HER,,,,,,,2,2
CLIFFORD,JAMES,ASHER,,3/30/1958,666088932,Male,AK,7056659,2213,RAVEN RD,A,DOUGLAS,AK,99824,5042,9072007390,2,X,TRUE,2,576,1,,UNKNOWN (SUBJECT FOUND PERSON ,,575,U,,,0,,2,SUZANNE,ASHER,JOLENE,FRAKA,,,,,,,6,CLIFFORD,ASHER,JOLENE,FRAKA,SUZANNE,ASHER,CLIFFORD,ASHER,JOLENE,FRAKA,3,3
STAN,,HORNE,,8/11/1957,666541782,Male,AK,6891905,,PO BOX 990648,,DUTCH HARBOR,AK,99692,,9072279815,2,X,,0,583,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,M,,,0,,0,,,,,,,,,,,12,STAN,HORNE,ROSS,HORNE,DIANA,HORNE,JESSIKA,HORNE,MARY,HORNE,13,13
SUSAN,C,WANDA,,2/25/1972,666538806,Female,AK,7005032,18808,CITATION RD,,EAGLE RIVER,AK,99577,8339,9072290734,2,X,TRUE,10,409,1,5,PROBABLE PROP OWNER EVER,,408,M,N,GARAGE,2,,10,TIMOTHY,GAUFL,MARTHA,GIXA,GEORGE,KRADUOT,KENNETH,LENNINDS,BENITA,LIGS,22,SUSAN,WANDA,KEVIN,TWAAM,BENITA,LIGS,GEORGE,KRADUOT,GRANVEL,SPAAGER,13,16
WILLIAM,,LIVINGSTON,,9/5/1963,990503432,Male,AK,495930,17045,CORONADO RD,,EAGLE RIVER,AK,99577,7825,9072301294,1,,TRUE,0,486,0,,DATA INTEGRITY (PUBLIC RECORDS,Y,6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
WILLIAM,,BRAND,,1/28/1917,666225255,Male,AK,5870231,18545,CULROSS CIR,,EAGLE RIVER,AK,99577,8606,9072294347,2,X,TRUE,1,1070,1,5,PROBABLE PROP OWNER EVER,Y,1069,S,N,GARAGE,2,,1,TIMOTHY,BRAND,,,,,,,,,2,WILLIAM,BRAND,TIMOTHY,BRAND,,,,,,,2,2
MICHAEL,L,SAQIB,,11/14/1969,990502141,Male,AK,7785237,18521,GIBENS CIR,,EAGLE RIVER,AK,99577,8570,9072300622,1,,TRUE,0,426,0,,DATA INTEGRITY (PUBLIC RECORDS,Y,6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
RICHARD,,BROWN,,6/24/1933,666426576,Male,AK,6343231,18012,HILLCREST DR,,EAGLE RIVER,AK,99577,9317,9072275245,2,X,TRUE,1,873,1,,UNKNOWN (SUBJECT FOUND PERSON ,,872,S,,GARAGE,2,,1,JASON,BROWN,,,,,,,,,2,RICHARD,BROWN,JASON,BROWN,,,,,,,2,3
DEBORAH,A,BROWN,,1/18/1954,666075447,Female,AK,6828112,10137,HILLCREST LN,,EAGLE RIVER,AK,99577,8449,9072009843,2,X,TRUE,2,626,1,,DATA INTEGRITY (PUBLIC RECORDS,,626,S,,GARAGE,3,,2,JESSICA,BROWN,JOANIE,BROWN,,,,,,,3,DEBORAH,BROWN,JOANIE,BROWN,JESSICA,BROWN,,,,,3,4
DOROTHY,A,SPURLING,SR,3/4/1963,666353214,Female,AK,6374205,17242,JUANITA LOOP,,EAGLE RIVER,AK,99577,7519,9072091680,2,X,TRUE,0,516,1,6,CURRENT HOMEOWNER,Y,516,S,Y,GARAGE,1,,0,,,,,,,,,,,3,DOROTHY,SPURLING,TERRI,TIRXALL,SANDRA,SPURLING,,,,,3,3
M,,JOYCE,,10/8/1952,666228198,Male,AK,7229372,17228,JUANITA LOOP,,EAGLE RIVER,AK,99577,7521,9072237493,2,X,TRUE,0,641,1,6,CURRENT HOMEOWNER,Y,641,M,Y,CARPORT,1,,0,,,,,,,,,,,2,M,JOYCE,VERNON,JOYCE,,,,,,,2,2
JAMES,C,KEVIN,,2/1/1942,666732912,Male,AK,7206539,18127,KANTISHNA DR,,EAGLE RIVER,AK,99577,8232,9072097921,2,X,TRUE,2,769,1,6,CURRENT HOMEOWNER,Y,769,M,Y,GARAGE,2,,2,VENITA,KEVIN,DEBORAH,BRNUGLAN,,,,,,,3,JAMES,KEVIN,VENITA,KEVIN,DEBORAH,BRNUGLAN,,,,,3,4
MAURICIO,,FAITH,,9/30/1982,990502752,Male,AK,7410700,12303,LAKE ST,,EAGLE RIVER,AK,99577,7637,9072300593,1,,TRUE,0,246,0,,DATA INTEGRITY (PUBLIC RECORDS,Y,6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
RONALD,,BENNETT,,8/11/1972,666471474,Male,AK,6672271,18306,N PARKVIEW TERRACE LOOP,,EAGLE RIVER,AK,99577,8525,9072277081,2,X,TRUE,0,403,1,5,PROBABLE PROP OWNER EVER,,403,W,N,,0,,0,,,,,,,,,,,4,RONALD,BENNETT,TRACY,BENNETT,RONALD,BENNETT,TRACY,BENNETT,,,3,3
ERNEST,H,FARRINGTON,,11/27/1947,666210420,Male,AK,6278101,9822,NILTINA LN,,EAGLE RIVER,AK,99577,8516,9072093277,2,X,TRUE,1,700,1,6,CURRENT HOMEOWNER,Y,699,M,Y,GARAGE,2,,1,KRISTIN,FARRINGTON,,,,,,,,,4,ERNEST,FARRINGTON,KRISTIN,FARRINGTON,ERNEST,FARRINGTON,KRISTIN,FARRINGTON,,,3,4
CHARLES,VINCENT,BURDITT,JR,9/10/1971,666281688,Male,AK,7037444,,PO BOX 770695,,EAGLE RIVER,AK,99577,695,9072006157,2,X,,0,414,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,3,CHARLES,BURDITT,RAMON,NAVUE-VIDAL,NANCY,BURDITT,,,,,5,5
VALERIE,M,OLSON,,1/1/1933,666505071,Female,AK,6773925,,PO BOX 770897,,EAGLE RIVER,AK,99577,897,9072293078,2,X,,0,877,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,M,,,0,,0,,,,,,,,,,,7,VALERIE,OLSON,KEITH,DIORAY,MARGERET,OLSON,VALERIE,OLSON,DANIEL,OLSON,4,6
KEVIN,O,KOWALS,,12/25/1970,666136512,Male,AK,5746980,,PO BOX 771748,,EAGLE RIVER,AK,99577,1748,9072234312,2,X,,0,423,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,2,KEVIN,KOWALS,MARRA,REGEYAR,,,,,,,3,5
BETTYE,,CARR,,7/29/1961,666603657,Female,AK,6835178,,PO BOX 772691,,EAGLE RIVER,AK,99577,2691,9072003412,2,X,,0,536,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,M,,,0,,0,,,,,,,,,,,3,BETTYE,CARR,LAURIE,CARR,SHERYL,CARR,,,,,3,3
ELYSE,,DELORES,,8/30/1948,990502948,Female,AK,6879273,16626,RIDDELL CIR,,EAGLE RIVER,AK,99577,7603,9072299850,1,,TRUE,0,666,0,,DATA INTEGRITY (PUBLIC RECORDS,Y,6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
FRANK,,PRENTIS,,7/9/1947,990502512,Male,AK,6880913,21525,RIVER PARK DR,,EAGLE RIVER,AK,99577,9417,9072299923,1,,TRUE,0,666,0,,DATA INTEGRITY (PUBLIC RECORDS,Y,6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
SHELLY,,BRASHIER,,11/28/1947,666328899,Female,AK,7031061,16604,RIVERS EDGE LN,,EAGLE RIVER,AK,99577,8068,9072279223,2,X,TRUE,9,700,1,5,PROBABLE PROP OWNER EVER,,699,M,N,GARAGE,2,,9,EDWARD,DIRA,ALAN,EORSARMAN,VIRGINIA,EORSARMAN,OEUN,GIMF,SANTIAGO,NAMHINES,11,SHELLY,BRASHIER,SALLY,SPADR,SANTIAGO,NAMHINES,VIRGINIA,EORSARMAN,ALAN,EORSARMAN,11,13
MELVILLE,,ALAN,,5/7/1953,666592446,Male,AK,6982632,18622,THIRD ST,,EAGLE RIVER,AK,99577,8341,9072239996,2,X,TRUE,2,634,1,5,PROBABLE PROP OWNER EVER,,634,M,N,GARAGE,2,,2,BACHAR,ALAN,GERALDINE,ALAN,,,,,,,3,MELVILLE,ALAN,GERALDINE,ALAN,BACHAR,ALAN,,,,,3,4
NANCY,,SHACKELFORD,,5/1/1949,666088833,Female,AK,6759930,10614,TOKOSITNA CIR,,EAGLE RIVER,AK,99577,8278,9072271745,2,X,TRUE,2,682,1,2,OWNED BY ANOTHER,Y,682,M,N,GARAGE,2,,2,ANA,SHACKELFORD,JERRELL,SHACKELFORD,,,,,,,3,NANCY,SHACKELFORD,ANA,SHACKELFORD,JERRELL,SHACKELFORD,,,,,3,4
NICAIO,,MOTL,,9/16/1935,666071760,Male,AK,6685386,22035,UPPER CANYON DR,,EAGLE RIVER,AK,99577,9521,9072271964,2,X,TRUE,1,846,1,3,FAMILY OWNED,Y,846,S,Y,GARAGE,1,,1,GINGER,MOTL,,,,,,,,,2,NICAIO,MOTL,GINGER,MOTL,,,,,,,2,2
AMANDA,M,ASKER,,1/7/1955,666169659,Female,AK,7265435,14423,W LAKE RIDGE DR,,EAGLE RIVER,AK,99577,9255,9072000882,2,X,TRUE,2,614,1,6,CURRENT HOMEOWNER,,614,S,Y,GARAGE,2,,2,WENDY,ASKER,ALIRIO,DIVER,,,,,,,7,AMANDA,ASKER,MICHEAL,ASKER,ALIRIO,DIVER,WENDY,ASKER,AMANDA,ASKER,6,8
SHERYL,,MINCHAK,,3/23/1964,666187860,Female,AK,6591342,626D,BLACK RAPID ST,,EIELSON AFB,AK,99702,,9072279385,2,X,TRUE,0,504,1,,UNKNOWN (SUBJECT FOUND PERSON ,,503,S,,,0,,0,,,,,,,,,,,2,SHERYL,MINCHAK,MARK,ETTIST,,,,,,,2,2
GERALD,P,DELPOPOLO,,11/23/1940,666617517,Male,AK,6857074,767,BROADWAY ST,,EIELSON AFB,AK,99702,1226,9072095089,2,X,TRUE,0,784,1,5,PROBABLE PROP OWNER EVER,,783,S,N,,0,,0,,,,,,,,,,,2,GERALD,DELPOPOLO,MELISSA,ETDENI,,,,,,,2,2
RANDY,JAMES,ROBERTS,,11/21/1965,666448308,Male,AK,640118,2542,KLONDIKE LOOP,A,EIELSON AFB,AK,99702,1252,9072274479,2,X,TRUE,0,484,1,,UNKNOWN (SUBJECT FOUND PERSON ,,483,S,,,0,,0,,,,,,,,,,,3,RANDY,ROBERTS,GLORIA,ROBERTS,DENNIS,ROBERTS,,,,,3,2
DANIEL,F,BEAN,,7/9/1928,666079302,Male,AK,6599128,680,KODIAK ST,,EIELSON AFB,AK,99702,1210,9072008402,0,X,TRUE,1,932,1,,UNKNOWN (SUBJECT FOUND PERSON ,Y,932,W,,,0,,1,JEAN,BEAN,,,,,,,,,12,DANIEL,BEAN,JEAN,BEAN,DIANNE,TWOTAR,LEO,XEWAPIELD,DAVID,LEQAR,13,15
JAMES,,HOEGLER,,11/21/1969,666625665,Male,AK,6625449,2144,LAST FRONTIER CIR,A,EIELSON AFB,AK,99702,3155,9072097893,2,X,TRUE,1,436,1,,UNKNOWN (SUBJECT FOUND PERSON ,,435,S,,,0,,1,ROBBIE,TEUGAY,,,,,,,,,2,JAMES,HOEGLER,ROBBIE,TEUGAY,,,,,,,3,3
ALVIN,A,BROWNSTEIN,,5/20/1952,666494934,Male,AK,6844295,7047,ARNOLD AVE,,ELMENDORF AFB,AK,99506,1142,9072000844,0,X,,0,0,0,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
SIDNEY,,MOREAU,,5/17/1952,666169212,Male,AK,401304,2889,CHAPMAN CT,,ELMENDORF AFB,AK,99506,1641,9072279582,2,X,FALSE,0,646,1,6,CURRENT HOMEOWNER,Y,646,S,Y,,0,,0,,,,,,,,,,,3,SIDNEY,MOREAU,VICKI,FRDAAT,JULIE,MOREAU,,,,,3,2
WILLIAM,J,BRESSLER,,12/28/1970,666179421,Male,AK,6909202,6926,HALEY LN,A,ELMENDORF AFB,AK,99506,3420,9072294357,2,X,FALSE,0,423,1,5,PROBABLE PROP OWNER EVER,,422,S,N,,0,,0,,,,,,,,,,,2,WILLIAM,BRESSLER,JULIE,BRESSLER,,,,,,,2,2
JEFF,J,DAVIS,,10/22/1944,666123339,Male,AK,6902506,1906,MATHIES CT,B,ELMENDORF AFB,AK,99506,1621,9072099017,2,X,FALSE,0,737,1,5,PROBABLE PROP OWNER EVER,,736,D,N,,0,,0,,,,,,,,,,,2,JEFF,DAVIS,CURTISS,DAVIS,,,,,,,2,3
EVELYN,J,BARNHARDT,,5/8/1972,666141099,Female,AK,6973370,,PO BOX 226,,ESTER,AK,99725,226,9072093534,2,X,,0,406,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,6,EVELYN,BARNHARDT,ERNESTO,SUMF,MONIQUE,BARNHARDT,EVELYN,BARNHARDT,ERNESTO,SUMF,4,4
GLYNDON,G,RAGAN,,12/20/1944,990502136,Female,AK,7580346,1120,22ND AVE,A,FAIRBANKS,AK,99701,6512,9072299982,1,,TRUE,0,726,0,,DATA INTEGRITY (PUBLIC RECORDS,Y,6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
NICK,,BROMELL,,4/27/1964,666728076,Male,AK,5922681,717,23RD AVE,,FAIRBANKS,AK,99701,7001,9072272000,2,X,TRUE,10,503,1,6,CURRENT HOMEOWNER,,502,S,Y,,0,,10,AUDREY,BROMELL,CHARLOTTE,BROMELL,CORINNE,BROMELL,FRANKIE,BROMELL,JERRY,BROMELL,12,NICK,BROMELL,LEVI,BROMELL,MARK,BROMELL,MARY,BROMELL,KENNETH,BROMELL,13,13
SANDRA,K,CRITTENDE,,5/22/1924,666642525,Female,AK,6927385,1603,27TH AVE,,FAIRBANKS,AK,99701,6728,9072278234,2,X,TRUE,1,982,1,5,PROBABLE PROP OWNER EVER,,981,S,N,,0,,1,CHRISTOPER,DEUFISA,,,,,,,,,2,SANDRA,CRITTENDE,CHRISTOPER,DEUFISA,,,,,,,2,3
PATRICIA,L,JENNINGS,,11/29/1920,666718083,Female,AK,6652025,548,2ND ST,5,FAIRBANKS,AK,99701,3467,9072272918,2,X,TRUE,1,1024,1,,UNKNOWN (SUBJECT FOUND PERSON ,,1023,S,,,0,,1,KATHLEEN,VIQ-LOLMES,,,,,,,,,2,PATRICIA,JENNINGS,KATHLEEN,VIQ-LOLMES,,,,,,,2,2
CHARLYN,B,DACANAX,,4/26/1966,666484239,Female,AK,6892209,931,8TH AVE,,FAIRBANKS,AK,99701,4301,9072006464,2,X,TRUE,1,479,1,,UNKNOWN (SUBJECT FOUND PERSON ,,478,S,,,0,,1,ELIZABETH,LAMMUCK,,,,,,,,,2,CHARLYN,DACANAX,ELIZABETH,LAMMUCK,,,,,,,2,2
HOLLY,BETH,NORBERTO,,11/7/1942,990502056,Female,AK,7087561,2550,ALLEN ADALE RD,,FAIRBANKS,AK,99709,2580,9072300042,1,,TRUE,0,726,0,,DATA INTEGRITY (PUBLIC RECORDS,Y,6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
CASSANDRA,D,NARO,,7/7/1968,666487005,Female,AK,6524688,650,AUDREY DR,,FAIRBANKS,AK,99709,3105,9072005705,2,X,TRUE,2,452,1,6,CURRENT HOMEOWNER,,452,S,Y,,0,,2,LORENA,NARO,DOROTHEA,ETAGGO,,,,,,,6,CASSANDRA,NARO,DOROTHEA,ETAGGO,LORENA,NARO,CASSANDRA,NARO,DOROTHEA,ETAGGO,4,4
STEVE,,BURG,,2/29/1968,666326814,Male,AK,350904,645,AUDREY DR,,FAIRBANKS,AK,99709,3105,9072290133,2,X,TRUE,2,457,1,,UNKNOWN (SUBJECT FOUND PERSON ,,456,S,,,0,,2,JOHN,BURG,JAMES,MUCC,,,,,,,3,STEVE,BURG,JAMES,MUCC,JOHN,BURG,,,,,3,3
ALFONSO,,BONNER,,4/1/1964,666307536,Male,AK,7271495,4675,BLUEGILL RD,,FAIRBANKS,AK,99709,3206,9072000529,0,X,,0,0,0,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
SUSAN,M,SERAFIN,,3/19/1974,666182592,Female,AK,6908433,2035,BRIDGEWATER DR,,FAIRBANKS,AK,99709,4104,9072290705,2,X,TRUE,1,384,1,,UNKNOWN (SUBJECT FOUND PERSON ,,384,M,,,0,,1,ALEXANDER,SERAFIN,,,,,,,,,2,SUSAN,SERAFIN,ALEXANDER,SERAFIN,,,,,,,3,4
GREGORY,JOSEPH,CUNNINGHAM,,1/1/1944,666192048,Male,AK,7085407,200,C ST,,FAIRBANKS,AK,99701,3614,9072095774,2,X,TRUE,0,746,1,3,FAMILY OWNED,,746,S,Y,,0,,0,,,,,,,,,,,3,GREGORY,CUNNINGHAM,PHILLIP,CUNNINGHAM,LARRY,GEMHAR,,,,,3,3
MIKE,,TIMPONE,,7/5/1965,666042204,Male,AK,7187859,3404,CHETANA DR,,FAIRBANKS,AK,99709,2626,9072271109,2,X,TRUE,2,488,1,6,CURRENT HOMEOWNER,,488,U,Y,,0,,2,CATHERINE,TIMPONE,CHARLES,WEMA,,,,,,,3,MIKE,TIMPONE,CHARLES,WEMA,CATHERINE,TIMPONE,,,,,3,5
JOHN,R,JAKE,,8/20/1934,990502006,Male,AK,7917795,117,CHIEF CHARLIE DR,,FAIRBANKS,AK,99709,4861,9072300216,1,,TRUE,0,846,0,,DATA INTEGRITY (PUBLIC RECORDS,Y,6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
JEANNE,B,JEANETEE,,10/10/1940,990503385,Female,AK,7430733,212,CRAIG AVE,,FAIRBANKS,AK,99701,3657,9072300141,1,,TRUE,0,786,0,,DATA INTEGRITY (PUBLIC RECORDS,Y,6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
JACQUELYN,,SARWAS,,3/30/1975,666425694,Female,AK,7049069,1777,CROSSON AVE,,FAIRBANKS,AK,99701,4073,9072097413,2,X,TRUE,1,372,1,,UNKNOWN (SUBJECT FOUND PERSON ,Y,371,S,,,0,,1,BETTY,SARWAS,,,,,,,,,5,JACQUELYN,SARWAS,ROBERTA,VODDANS,JACQUELYN,SARWAS,BETTY,SARWAS,ROBERTA,VODDANS,4,5
ROBERT,J,BARTLETT,,2/10/1965,666014697,Male,AK,6809536,3040,DAVIS RD,24,FAIRBANKS,AK,99709,5242,9072275899,2,X,TRUE,2,493,1,5,PROBABLE PROP OWNER EVER,Y,493,S,N,,0,,2,DELLA,BARTLETT,JANIE,GUSSGE,,,,,,,3,ROBERT,BARTLETT,JANIE,GUSSGE,DELLA,BARTLETT,,,,,3,5
CHRISTINE,,SALMON,,1/1/1946,666077874,Female,AK,6855444,1203,DENALI WAY,,FAIRBANKS,AK,99701,4137,9072006921,2,X,TRUE,3,722,1,6,CURRENT HOMEOWNER,,722,S,Y,,0,,3,AIMEE,SALMON,BARBARA,SALMON,SOMJIT,KURASHSINH,,,,,10,CHRISTINE,SALMON,SOMJIT,KURASHSINH,AIMEE,SALMON,CHRISTINE,SALMON,SOMJIT,KURASHSINH,5,7
FLORA,J,BRONNER,,10/17/1964,666611004,Female,AK,6901080,770,DONAHUE DR,,FAIRBANKS,AK,99712,2622,9072093766,2,X,TRUE,2,497,1,,UNKNOWN (SUBJECT FOUND PERSON ,,497,S,,,0,,2,JANET,BRONNER,DANIEL,GAA,,,,,,,3,FLORA,BRONNER,DANIEL,GAA,JANET,BRONNER,,,,,4,4
DAVID,,BARTLESON,JR,4/27/1957,666116097,Male,AK,7086268,817,ESRO RD,,FAIRBANKS,AK,99712,2802,9072008984,2,X,TRUE,10,587,1,5,PROBABLE PROP OWNER EVER,,586,M,N,,0,,10,KRYSTLE,BETOHOL,ROBERT,BRHIMALD,GODELINO,DETEMG,TERESO,DYER,LEE,FRELALI,11,DAVID,BARTLESON,BRYAN,WUGTIURNE,ZAZELL,FRELALI,ROBERT,BRHIMALD,LEE,FRELALI,11,14
MARGARET,,WEINSTEIN,,12/18/1950,666501165,Female,AK,5136661,221,EUREKA AVE,,FAIRBANKS,AK,99701,3619,9072237941,2,X,TRUE,1,663,1,3,FAMILY OWNED,,663,M,Y,,0,,1,SIMONE,PLETARNAUD,,,,,,,,,2,MARGARET,WEINSTEIN,SIMONE,PLETARNAUD,,,,,,,3,3
RICHARD,A,BRUNS,,8/1/1914,666702570,Male,AK,5609900,116,FORTY MILE AVE,4,FAIRBANKS,AK,99701,3153,9072275250,2,X,TRUE,10,1099,1,6,CURRENT HOMEOWNER,Y,1099,M,Y,,0,,10,DAVID,BRUNS,FLORENCE,BRUNS,GREGG,BRUNS,JEREMY,BRUNS,JOHN,BRUNS,11,RICHARD,BRUNS,DAVID,BRUNS,FLORENCE,BRUNS,JOHN,BRUNS,LEAH,BRUNS,11,13
BETTY,,VANDUZER,,9/12/1970,666523314,Female,AK,7035440,1126,GALENA ST,,FAIRBANKS,AK,99709,4828,9072003407,2,X,TRUE,2,426,1,,UNKNOWN (SUBJECT FOUND PERSON ,Y,426,S,,,0,,2,CAROL,VANDUZER,MITZI,DEOSL,,,,,,,3,BETTY,VANDUZER,CAROL,VANDUZER,MITZI,DEOSL,,,,,3,3
JOHN,J,FORREST,,3/7/1957,666455010,Male,AK,6775413,344,GLORIA AVENUF A,,FAIRBANKS,AK,99701,,9072230932,2,X,TRUE,2,588,1,6,CURRENT HOMEOWNER,,588,S,Y,,0,,2,DAVE,FORREST,KRISTI,CEDWA-MOREHEAD,,,,,,,3,JOHN,FORREST,KRISTI,CEDWA-MOREHEAD,DAVE,FORREST,,,,,5,5
LANCE,B,DAVEY,,8/29/1975,666470655,Male,AK,7139472,1648,GOLD POKE DR,,FAIRBANKS,AK,99712,2087,9072234995,2,X,TRUE,2,367,1,5,PROBABLE PROP OWNER EVER,,366,W,N,,0,,2,CHAMPA,DAVEY,JACQUELINE,CEGNETIER,,,,,,,3,LANCE,DAVEY,JACQUELINE,CEGNETIER,CHAMPA,DAVEY,,,,,4,5
